"","Account","Type","Date","Num","Name","Memo","Split","Debit","Credit","Balance"
"225","Company Checking Account","Paycheck","2018-07-17","3026","King, Vicki",NA,"-SPLIT-",NA,30.64,66721.85
"226","Company Checking Account","Transfer","2018-07-20",NA,NA,"Funds Transfer","Line of Credit",NA,10000,56721.85
"227","Company Checking Account","Check","2018-07-23","5176","Novello Lights Magazine","Q3 07 Ad","Advertising Expense",NA,500,56221.85
"228","Company Checking Account","Check","2018-07-23","5175","Office Supply Store","Acct# 27804","Supplies",NA,78.65,56143.2
"229","Company Checking Account","Check","2018-07-23","5168","Cell Phone Company","Cell","Telephone",NA,105.45,56037.75
"230","Company Checking Account","Check","2018-07-23","5169","Local Phone Company","6503221414","Telephone",NA,219.45,55818.3
"231","Company Checking Account","Check","2018-07-23","5170","Jonathan Graham (reimbursments)","63003 Expense Report","-SPLIT-",NA,239.21,55579.09
"232","Company Checking Account","Check","2018-07-23","5171","King, Vicki",NA,"-SPLIT-",NA,63.58,55515.51
"233","Company Checking Account","Check","2018-07-23","5172","Deborah Wood (Owner)","63003 Exp Report","-SPLIT-",NA,208.47,55307.04
"234","Company Checking Account","Check","2018-07-23","5173","Jeff's Janitorial","supplies","Maintenance/Janitorial",NA,127.5,55179.54
"235","Company Checking Account","Check","2018-07-23","5174","Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",NA,78,55101.54
"236","Company Checking Account","Check","2018-07-25","5180","Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",NA,543.83,54557.71
"237","Company Checking Account","Check","2018-07-25","5181","Pace Shipping Supplies","Acct# 45980","Office Equipment",NA,25,54532.71
"238","Company Checking Account","Check","2018-07-25","5183","Payroll Service Co.","Payroll  Fee","Payroll Service Fees",NA,124.08,54408.63
"239","Company Checking Account","Check","2018-07-25","5178","Electronics & Computer Store","Computer repair","Computer Repairs",NA,390,54018.63
"240","Company Checking Account","Check","2018-07-25","5179","Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",NA,10000,44018.63
"241","Company Checking Account","Check","2018-07-26","5184","Automobile Loan Company","Car lease","Car Lease",NA,563,43455.63
"242","Company Checking Account","Check","2018-07-31","5188","Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",NA,200,43255.63
"243","Company Checking Account","Check","2018-07-31","5187","Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",NA,120,43135.63
"244","Company Checking Account","Check","2018-07-31","5186","Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",NA,122.11,43013.52
"245","Company Checking Account","Bill Pmt -Check","2018-07-31","5185","Fisse Fast Package Delivery","ACCT# 256044025","Accounts Payable",NA,152,42861.52
"246","Company Checking Account","Bill Pmt -Check","2018-07-31","5189","Printing Shop","Inv#","Accounts Payable",NA,675,42186.52
"247","Company Checking Account","Check","2018-08-01","5190","Kuver Property","Aug Rent","Rent",NA,583.75,41602.77
"248","Company Checking Account","Transfer","2018-08-01",NA,NA,"Funds Transfer","Line of Credit",5000,NA,46602.77
"249","Company Checking Account","Paycheck","2018-08-01","3029","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,46291.99
"250","Company Checking Account","Paycheck","2018-08-01","3030","Deen, Jeannette",NA,"-SPLIT-",NA,218.96,46073.03
"251","Company Checking Account","Deposit","2018-08-01",NA,NA,"Deposit","-SPLIT-",21363.6,NA,67436.63
"252","Company Checking Account","Check","2018-08-03","5191","Local Bank","Interest on Line of Credit July 07","Interest Expense",NA,113.25,67323.38
"253","Company Checking Account","Check","2018-08-03","5192","Gretton Insurance Co.","Aug 07 WC Policy # 87023, Gen Liab. #14B09","-SPLIT-",NA,461.84,66861.54
"254","Company Checking Account","Paycheck","2018-08-03","3028","King, Vicki",NA,"-SPLIT-",NA,30.64,66830.9
"255","Company Checking Account","Check","2018-08-07","5193","Gas & Electic Company","ACCT# 098703","Utilities",NA,29.47,66801.43
"256","Company Checking Account","Check","2018-08-15","5198","Lawson Professional Seminars, Inc.","Fall Seminar #907","Conferences and Seminars",NA,350,66451.43
"257","Company Checking Account","Check","2018-08-15","5197","Automobile Loan Company","Car lease","Car Lease",NA,563,65888.43
"258","Company Checking Account","Liability Check","2018-08-15","5199","Sec125 Administrator","Acct#  870547","SEC125 Payable",NA,100,65788.43
"259","Company Checking Account","Paycheck","2018-08-15","3031","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,65477.65
"260","Company Checking Account","Paycheck","2018-08-15","3032","Deen, Jeannette",NA,"-SPLIT-",NA,219.93,65257.72
"261","Company Checking Account","Liability Check","2018-08-15","5353","Local Bank","55-5555555","-SPLIT-",NA,1122.75,64134.97
"262","Company Checking Account","Paycheck","2018-08-17","3030","King, Vicki",NA,"-SPLIT-",NA,130.64,64004.33
"263","Company Checking Account","Deposit","2018-08-18",NA,NA,"Deposit","-SPLIT-",26755.9,NA,90760.23
"264","Company Checking Account","Check","2018-08-20","5200","Winkon Public Relations","Annual Campaign","Marketing Expense",NA,4500,86260.23
"265","Company Checking Account","Bill Pmt -Check","2018-08-20","3078","Foster Lighting",NA,"Accounts Payable",NA,845,85415.23
"266","Company Checking Account","Check","2018-08-22","5202","Office Supply Store","Acct# 27804","Supplies",NA,125.47,85289.76
"267","Company Checking Account","Check","2018-08-22","5203","Local Phone Company","6503221414","Telephone",NA,213.56,85076.2
"268","Company Checking Account","Check","2018-08-22","5209","Deborah Wood (Owner)","Petty Cash","-SPLIT-",NA,462.12,84614.08
"269","Company Checking Account","Check","2018-08-22","5201","Professional Subscriptions","Professional Journal","Dues and Subscriptions",NA,350,84264.08
"270","Company Checking Account","Check","2018-08-22","5204","Professional Subscriptions","Professional Journal","Dues and Subscriptions",NA,350,83914.08
"271","Company Checking Account","Check","2018-08-22","5205","Professional Subscriptions","Professional Journal","Dues and Subscriptions",NA,350,83564.08
"272","Company Checking Account","Check","2018-08-22","5206","Professional Association","Registration for Fall Convention","-SPLIT-",NA,3000,80564.08
"273","Company Checking Account","Check","2018-08-22","5207","Postmaster","postage","Postage and Delivery",NA,54,80510.08
"274","Company Checking Account","Check","2018-08-22","5208","Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",NA,78,80432.08
"275","Company Checking Account","Check","2018-08-23","5210","Cell Phone Company","Cell","Telephone",NA,99.63,80332.45
"276","Company Checking Account","Check","2018-08-24","5213","Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",NA,543.83,79788.62
"277","Company Checking Account","Check","2018-08-24","5211","Pace Shipping Supplies","Acct# 45980","Office Equipment",NA,25,79763.62
"278","Company Checking Account","Check","2018-08-24","5212","Payroll Service Co.","Payroll  Fee","Payroll Service Fees",NA,123.08,79640.54
"279","Company Checking Account","Check","2018-08-27","5214","Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",NA,12000,67640.54
"280","Company Checking Account","Check","2018-08-31","5215","Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",NA,200,67440.54
"281","Company Checking Account","Check","2018-08-31","5219","Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",NA,120,67320.54
"282","Company Checking Account","Check","2018-08-31","5216","Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",NA,66.03,67254.51
"283","Company Checking Account","Bill Pmt -Check","2018-08-31","5217","Fisse Fast Package Delivery","ACCT# 256044025","Accounts Payable",NA,148,67106.51
"284","Company Checking Account","Bill Pmt -Check","2018-08-31","5218","Printing Shop","Inv#","Accounts Payable",NA,835,66271.51
"285","Company Checking Account","Paycheck","2018-09-01","3033","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,65960.73
"286","Company Checking Account","Paycheck","2018-09-01","3034","Deen, Jeannette",NA,"-SPLIT-",NA,218.96,65741.77
"287","Company Checking Account","Check","2018-09-03","5220","Kuver Property","Sept Rent","Rent",NA,583.75,65158.02
"288","Company Checking Account","Paycheck","2018-09-03","3032","King, Vicki",NA,"-SPLIT-",NA,30.64,65127.38
"289","Company Checking Account","Check","2018-09-04","5221","Local Bank","Interest on Line of Credit Aug 07","Interest Expense",NA,95.65,65031.73
"290","Company Checking Account","Check","2018-09-04","5222","Gretton Insurance Co.","Sept 07 WC Policy # 87023, Gen Liab. #14B09","-SPLIT-",NA,461.84,64569.89
"291","Company Checking Account","Check","2018-09-07","5223","Gas & Electic Company","ACCT# 098703","Utilities",NA,30.54,64539.35
"292","Company Checking Account","Check","2018-09-14","5225","Automobile Loan Company","Car lease","Car Lease",NA,563,63976.35
"293","Company Checking Account","Paycheck","2018-09-15","3035","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,63665.57
"294","Company Checking Account","Paycheck","2018-09-15","3036","Deen, Jeannette",NA,"-SPLIT-",NA,218.96,63446.61
"295","Company Checking Account","Deposit","2018-09-15",NA,NA,"Deposit","-SPLIT-",22389.1,NA,85835.71
"296","Company Checking Account","Liability Check","2018-09-15","5355","Local Bank","55-5555555","-SPLIT-",NA,989.3,84846.41
"297","Company Checking Account","Paycheck","2018-09-17","3034","King, Vicki",NA,"-SPLIT-",NA,30.64,84815.77
"298","Company Checking Account","Liability Check","2018-09-17","5228","Sec125 Administrator","Acct#  870547","SEC125 Payable",NA,100,84715.77
"299","Company Checking Account","Check","2018-09-21","5231","Cell Phone Company","Cell","Telephone",NA,102.87,84612.9
"300","Company Checking Account","Check","2018-09-21","5229","Local Phone Company","6503221414","Telephone",NA,200.69,84412.21
"301","Company Checking Account","Check","2018-09-21","5230","Legal Firm","ACCT#400259","Legal Fees",NA,200,84212.21
"302","Company Checking Account","Check","2018-09-21","5232","Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",NA,78,84134.21
"303","Company Checking Account","Check","2018-09-24","5233","Office Supply Store","Acct# 27804","Supplies",NA,222.36,83911.85
"304","Company Checking Account","Check","2018-09-24","5234","Payroll Service Co.","Payroll  Fee","Payroll Service Fees",NA,123.08,83788.77
"305","Company Checking Account","Check","2018-09-25","5235","Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",NA,543.83,83244.94
"306","Company Checking Account","Check","2018-09-25","5237","Pace Shipping Supplies","Acct# 45980","Office Equipment",NA,25,83219.94
"307","Company Checking Account","Check","2018-09-25","5236","Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",NA,11500,71719.94
"308","Company Checking Account","Check","2018-09-28","5240","Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",NA,200,71519.94
"309","Company Checking Account","Check","2018-09-28","5241","Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",NA,120,71399.94
"310","Company Checking Account","Check","2018-09-28","5242","Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",NA,156.6,71243.34
"311","Company Checking Account","Check","2018-09-28","5243","King, Vicki",NA,"Travel",NA,191,71052.34
"312","Company Checking Account","Bill Pmt -Check","2018-09-28","5239","Printing Shop","Inv#","Accounts Payable",NA,325,70727.34
"313","Company Checking Account","Deposit","2018-09-30",NA,NA,"Deposit","-SPLIT-",25607.5,NA,96334.84
"314","Company Checking Account","Check","2018-10-01","5244","Kuver Property","Oct Rent","Rent",NA,583.75,95751.09
"315","Company Checking Account","Paycheck","2018-10-01","3037","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,95440.31
"316","Company Checking Account","Paycheck","2018-10-01","3038","Deen, Jeannette",NA,"-SPLIT-",NA,218.96,95221.35
"317","Company Checking Account","Paycheck","2018-10-03","3036","King, Vicki",NA,"-SPLIT-",NA,130.64,95090.71
"318","Company Checking Account","Check","2018-10-04","5245","Local Bank","Interest on Line of Credit Sept 07","Interest Expense",NA,97.25,94993.46
"319","Company Checking Account","Check","2018-10-04","5246","Gretton Insurance Co.","Oct 07 WC Policy # 87023, Gen Liab. #14B09","-SPLIT-",NA,461.84,94531.62
"320","Company Checking Account","Bill Pmt -Check","2018-10-05","3079","Foster Lighting",NA,"Accounts Payable",NA,6000,88531.62
"321","Company Checking Account","Bill Pmt -Check","2018-10-05","3080","Hall Lighting & Accessories",NA,"Accounts Payable",NA,8800,79731.62
"322","Company Checking Account","Bill Pmt -Check","2018-10-05","3081","Paulsen's Lighting",NA,"Accounts Payable",NA,9225,70506.62
"323","Company Checking Account","Check","2018-10-08","5247","Gas & Electic Company","ACCT# 098703","Utilities",NA,32.9,70473.72
"324","Company Checking Account","Check","2018-10-15","5252","Automobile Loan Company","Car lease","Car Lease",NA,563,69910.72
"325","Company Checking Account","Liability Check","2018-10-15","5251","Sec125 Administrator","Acct#  870547","SEC125 Payable",NA,100,69810.72
"326","Company Checking Account","Paycheck","2018-10-15","3039","Bolinski, Rafal",NA,"-SPLIT-",NA,310.78,69499.94
"327","Company Checking Account","Paycheck","2018-10-15","3040","Deen, Jeannette",NA,"-SPLIT-",NA,218.96,69280.98
"328","Company Checking Account","Liability Check","2018-10-15","5354","Local Bank","55-5555555","-SPLIT-",NA,1043.64,68237.34
"329","Company Checking Account","Deposit","2018-10-16",NA,NA,"Deposit","-SPLIT-",5866.65,NA,74103.99
"330","Company Checking Account","Paycheck","2018-10-17","3038","King, Vicki",NA,"-SPLIT-",NA,130.64,73973.35
"331","Company Checking Account","Check","2018-10-19","5253","Novello Lights Magazine","Q4 07 Ad","Advertising Expense",NA,500,73473.35
"332","Company Checking Account","Check","2018-10-22","5254","Cell Phone Company","Cell","Telephone",NA,101.32,73372.03
"333","Company Checking Account","Check","2018-10-22","5256","Local Phone Company","6503221414","Telephone",NA,211.36,73160.67
"334","Company Checking Account","Check","2018-10-22","5255","King, Vicki",NA,"-SPLIT-",NA,42.36,73118.31
"335","Company Checking Account","Check","2018-10-22","5257","Deborah Wood (Owner)","930037 Exp Report","-SPLIT-",NA,1198.63,71919.68
"336","Company Checking Account","Check","2018-10-22","5258","Jeff's Janitorial","supplies","Maintenance/Janitorial",NA,157.45,71762.23
"337","Company Checking Account","Check","2018-10-22","5259","Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",NA,78,71684.23
"338","Company Checking Account","Check","2018-10-24","5260","Office Supply Store","Acct# 27804","Supplies",NA,141.67,71542.56
"339","Company Checking Account","Check","2018-10-25","5262","Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",NA,543.83,70998.73
"340","Company Checking Account","Check","2018-10-25","5263","Pace Shipping Supplies","Acct# 45980","Office Equipment",NA,25,70973.73
"341","Company Checking Account","Check","2018-10-25","5264","Payroll Service Co.","Payroll  Fee","Payroll Service Fees",NA,124.08,70849.65
"342","Company Checking Account","Check","2018-10-25","5261","Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",NA,11000,59849.65
"343","Company Checking Account","Deposit","2018-10-30",NA,NA,"Deposit","-SPLIT-",11723.25,NA,71572.9
"344","Company Checking Account","Check","2018-10-31","5267","Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",NA,200,71372.9
